,Name,NumberOfShots,Team
56,P. Washington - washipj01,28.0,CHO
50,B. Biyombo - biyombi01,23.0,CHO
49,M. Bridges - bridgmi02,18.0,CHO
55,M. Williams - willima02,9.0,CHO
46,W. Hernangómez - hernawi01,8.0,CHO
57,C. Zeller - zelleco01,7.0,CHO
48,J. McDaniels - mcdanja01,3.0,CHO
51,M. Kidd-Gilchrist - kiddgmi01,3.0,CHO
47,D. Bacon - bacondw01,2.0,CHO
54,D. Graham - grahade01,2.0,CHO
