,Name,NumberOfShots,Team
340,I. Mahinmi - mahinia01,16.0,WAS
342,R. Hachimura - hachiru01,14.0,WAS
345,T. Bryant - bryanth01,14.0,WAS
337,A. Pasečņiks - pasecan01,11.0,WAS
344,M. Wagner - wagnemo01,6.0,WAS
332,J. Williams - willijo04,4.0,WAS
339,I. Bonga - bongais01,4.0,WAS
333,D. Bertāns - bertada01,2.0,WAS
334,B. Beal - bealbr01,2.0,WAS
335,T. Brown - browntr01,2.0,WAS
