,Name,NumberOfShots,Team
121,C. Capela - capelca01,26.0,HOU
129,P. Tucker - tuckepj01,6.0,HOU
119,J. Green - greenje02,5.0,HOU
123,R. Covington - covinro01,3.0,HOU
125,B. Caboclo - cabocbr01,2.0,HOU
127,R. Westbrook - westbru01,2.0,HOU
120,D. Carroll - carrode01,1.0,HOU
122,J. Harden - hardeja01,1.0,HOU
124,G. Clark - clarkga01,1.0,HOU
126,I. Hartenstein - harteis01,1.0,HOU
