,Name,NumberOfShots,Team
105,Luka Dončić,167.0,DAL
109,Kristaps Porziņģis,121.0,DAL
108,Tim Hardaway,109.0,DAL
115,Seth Curry,107.0,DAL
122,Jalen Brunson,90.0,DAL
111,Trey Burke,42.0,DAL
116,Justin Jackson,35.0,DAL
106,Boban Marjanović,32.0,DAL
114,Delon Wright,28.0,DAL
118,Willie Cauley-Stein,23.0,DAL
