,Name,NumberOfShots,Team
421,Devin Booker,255.0,PHO
411,Ricky Rubio,112.0,PHO
412,Kelly Oubre,98.0,PHO
419,Deandre Ayton,87.0,PHO
407,Tyler Johnson,47.0,PHO
420,Dario Šarić,35.0,PHO
422,Mikal Bridges,33.0,PHO
413,Frank Kaminsky,32.0,PHO
415,Aron Baynes,21.0,PHO
409,Jevon Carter,20.0,PHO
