,Name,NumberOfShots,Team
203,T.J. Warren,236.0,IND
208,T.J. McConnell,120.0,IND
201,Malcolm Brogdon,115.0,IND
197,Jeremy Lamb,102.0,IND
198,Domantas Sabonis,84.0,IND
207,Myles Turner,76.0,IND
202,Aaron Holiday,66.0,IND
204,Victor Oladipo,35.0,IND
209,Doug McDermott,31.0,IND
200,Justin Holiday,26.0,IND
