,Name,NumberOfShots,Team
119,Mason Plumlee,100.0,DEN
114,Jerami Grant,75.0,DEN
112,Michael Porter,43.0,DEN
113,Jamal Murray,32.0,DEN
109,Gary Harris,26.0,DEN
104,Will Barton,25.0,DEN
115,Nikola Jokić,22.0,DEN
108,Paul Millsap,21.0,DEN
105,Juan Hernangómez,16.0,DEN
100,Noah Vonleh,14.0,DEN
