,Name,NumberOfShots,Team
341,Ben Simmons,102.0,PHI
349,Tobias Harris,54.0,PHI
350,Joel Embiid,47.0,PHI
342,Glenn Robinson,35.0,PHI
340,Matisse Thybulle,34.0,PHI
344,Al Horford,25.0,PHI
355,James Ennis,21.0,PHI
353,Josh Richardson,16.0,PHI
343,Norvel Pelle,11.0,PHI
346,Alec Burks,10.0,PHI
