,Name,NumberOfShots,Team
370,Hassan Whiteside,133.0,POR
385,Skal Labissière,27.0,POR
381,Jusuf Nurkić,24.0,POR
379,Carmelo Anthony,20.0,POR
383,Nassir Little,18.0,POR
384,Damian Lillard,17.0,POR
376,Trevor Ariza,16.0,POR
386,Kent Bazemore,14.0,POR
371,Anfernee Simons,13.0,POR
372,Gary Trent,9.0,POR
