,Name,NumberOfShots,Team
96,Willie Cauley-Stein,84.0,DAL
90,Kristaps Porziņģis,83.0,DAL
92,Dorian Finney-Smith,58.0,DAL
97,Dwight Powell,57.0,DAL
98,Maxi Kleber,55.0,DAL
88,Boban Marjanović,30.0,DAL
89,Tim Hardaway,18.0,DAL
87,Luka Dončić,14.0,DAL
93,Delon Wright,8.0,DAL
91,Courtney Lee,2.0,DAL
