,Name,NumberOfShots,Team
226,Brandon Clarke,77.0,MEM
217,Jonas Valančiūnas,64.0,MEM
227,Jaren Jackson,56.0,MEM
221,Ja Morant,51.0,MEM
223,Gorgui Dieng,28.0,MEM
228,De'Anthony Melton,20.0,MEM
220,Dillon Brooks,12.0,MEM
224,Bruno Caboclo,11.0,MEM
219,Grayson Allen,10.0,MEM
229,Kyle Anderson,10.0,MEM
