,Name,NumberOfShots,Team
307,M. Robinson - robinmi01,185.0,NYK
309,J. Randle - randlju01,51.0,NYK
308,M. Harkless - harklma01,49.0,NYK
302,R. Barrett - barrerj01,35.0,NYK
305,T. Gibson - gibsota01,34.0,NYK
304,B. Portis - portibo01,15.0,NYK
300,K. Knox - knoxke01,13.0,NYK
310,E. Payton - paytoel01,9.0,NYK
306,D. Smith - smithde03,7.0,NYK
299,A. Trier - trieral01,5.0,NYK
