,Name,NumberOfShots,Team
218,Paul George,194.0,LAC
210,Marcus Morris,170.0,LAC
212,Kawhi Leonard,147.0,LAC
207,Landry Shamet,126.0,LAC
215,Lou Williams,123.0,LAC
219,JaMychal Green,102.0,LAC
216,Patrick Beverley,88.0,LAC
208,Reggie Jackson,74.0,LAC
209,Patrick Patterson,70.0,LAC
222,Jerome Robinson,49.0,LAC
