,Name,NumberOfShots,Team
464,Fred VanVleet,189.0,TOR
479,Kyle Lowry,187.0,TOR
478,Pascal Siakam,141.0,TOR
472,Norman Powell,131.0,TOR
474,OG Anunoby,106.0,TOR
465,Terence Davis,102.0,TOR
477,Serge Ibaka,93.0,TOR
467,Marc Gasol,62.0,TOR
470,Matt Thomas,52.0,TOR
466,Chris Boucher,40.0,TOR
