,Name,NumberOfShots,Team
305,Robert Covington,195.0,MIN
315,D'Angelo Russell,158.0,MIN
298,Karl-Anthony Towns,114.0,MIN
318,Andrew Wiggins,111.0,MIN
313,Malik Beasley,107.0,MIN
301,Shabazz Napier,76.0,MIN
309,Jarrett Culver,66.0,MIN
296,Gorgui Dieng,54.0,MIN
300,Juan Hernangómez,44.0,MIN
317,Jeff Teague,43.0,MIN
