,Name,NumberOfShots,Team
427,Damian Lillard,288.0,POR
420,CJ McCollum,210.0,POR
418,Gary Trent,123.0,POR
422,Carmelo Anthony,96.0,POR
429,Kent Bazemore,84.0,POR
417,Anfernee Simons,81.0,POR
421,Trevor Ariza,77.0,POR
415,Anthony Tolliver,50.0,POR
423,Rodney Hood,35.0,POR
425,Mario Hezonja,27.0,POR
