,Name,NumberOfShots,Team
459,Patty Mills,154.0,SAS
449,Bryn Forbes,148.0,SAS
452,Derrick White,79.0,SAS
450,Rudy Gay,74.0,SAS
461,Marco Belinelli,67.0,SAS
462,Trey Lyles,65.0,SAS
453,LaMarcus Aldridge,61.0,SAS
456,Dejounte Murray,41.0,SAS
460,Lonnie Walker,41.0,SAS
455,Keldon Johnson,13.0,SAS
