,Name,NumberOfShots,Team
7,Trae Young,205.0,ATL
18,Kevin Huerter,127.0,ATL
15,De'Andre Hunter,108.0,ATL
19,Cam Reddish,83.0,ATL
17,Vince Carter,61.0,ATL
0,John Collins,59.0,ATL
6,Jeff Teague,43.0,ATL
13,Allen Crabbe,36.0,ATL
5,Treveon Graham,33.0,ATL
1,Jabari Parker,32.0,ATL
