,Name,NumberOfShots,Team
249,LeBron James,209.0,LAL
257,Anthony Davis,113.0,LAL
254,Rajon Rondo,65.0,LAL
263,Alex Caruso,52.0,LAL
251,Kyle Kuzma,51.0,LAL
260,Kentavious Caldwell-Pope,48.0,LAL
253,Markieff Morris,44.0,LAL
248,Danny Green,39.0,LAL
264,Dwight Howard,30.0,LAL
252,Avery Bradley,29.0,LAL
