,Name,NumberOfShots,Team
306,Khris Middleton,99.0,MIL
319,Giannis Antetokounmpo,98.0,MIL
316,Eric Bledsoe,98.0,MIL
303,Donte DiVincenzo,55.0,MIL
317,George Hill,44.0,MIL
310,Pat Connaughton,36.0,MIL
307,Brook Lopez,31.0,MIL
311,Wesley Matthews,30.0,MIL
318,Kyle Korver,26.0,MIL
308,Sterling Brown,25.0,MIL
