,Name,NumberOfShots,Team
186,A. Wiggins - wiggian01,167.0,GSW
188,E. Paschall - pascher01,107.0,GSW
172,A. Burks - burksal01,98.0,GSW
180,M. Chriss - chrisma01,69.0,GSW
171,G. Robinson - robingl02,68.0,GSW
179,D. Russell - russeda01,61.0,GSW
170,D. Lee - leeda03,60.0,GSW
177,W. Cauley-Stein - caulewi01,57.0,GSW
176,D. Green - greendr01,49.0,GSW
174,K. Bowman - bowmaky01,42.0,GSW
