,Name,NumberOfShots,Team
381,Mohamed Bamba,86.0,ORL
383,Jonathan Isaac,78.0,ORL
388,Nikola Vučević,50.0,ORL
378,Aaron Gordon,39.0,ORL
379,Terrence Ross,25.0,ORL
385,Gary Clark,24.0,ORL
387,James Ennis,24.0,ORL
389,Khem Birch,23.0,ORL
392,Michael Carter-Williams,22.0,ORL
393,Evan Fournier,18.0,ORL
