,Name,NumberOfShots,Team
174,Marquese Chriss,62.0,GSW
171,Willie Cauley-Stein,61.0,GSW
179,Andrew Wiggins,53.0,GSW
170,Draymond Green,33.0,GSW
178,Omari Spellman,24.0,GSW
166,Alec Burks,20.0,GSW
165,Glenn Robinson,16.0,GSW
173,D'Angelo Russell,13.0,GSW
181,Eric Paschall,13.0,GSW
180,Jacob Evans,12.0,GSW
