,Name,NumberOfShots,Team
79,Bismack Biyombo,49.0,CHO
78,Miles Bridges,48.0,CHO
87,P.J. Washington,44.0,CHO
86,Marvin Williams,33.0,CHO
88,Cody Zeller,25.0,CHO
89,Malik Monk,16.0,CHO
85,Devonte' Graham,15.0,CHO
83,Terry Rozier,10.0,CHO
84,Cody Martin,9.0,CHO
82,Nicolas Batum,8.0,CHO
