,Name,NumberOfShots,Team
305,R. Covington - covinro01,195.0,MIN
315,D. Russell - russeda01,158.0,MIN
298,K. Towns - townska01,114.0,MIN
318,A. Wiggins - wiggian01,111.0,MIN
313,M. Beasley - beaslma01,107.0,MIN
301,S. Napier - napiesh01,76.0,MIN
309,J. Culver - culveja01,66.0,MIN
296,G. Dieng - dienggo01,54.0,MIN
300,J. Hernangómez - hernaju01,44.0,MIN
317,J. Teague - teaguje01,43.0,MIN
