,Name,NumberOfShots,Team
218,P. George - georgpa01,194.0,LAC
210,M. Morris - morrima03,170.0,LAC
212,K. Leonard - leonaka01,147.0,LAC
207,L. Shamet - shamela01,126.0,LAC
215,L. Williams - willilo02,123.0,LAC
219,J. Green - greenja01,102.0,LAC
216,P. Beverley - beverpa01,88.0,LAC
208,R. Jackson - jacksre01,74.0,LAC
209,P. Patterson - pattepa01,70.0,LAC
222,J. Robinson - robinje01,49.0,LAC
