,Name,NumberOfShots,Team
34,J. Harris - harrijo01,179.0,BRK
48,G. Temple - templga01,136.0,BRK
50,S. Dinwiddie - dinwisp01,123.0,BRK
51,C. LeVert - leverca01,89.0,BRK
35,T. Waller-Prince - princta02,89.0,BRK
53,T. Luwawu-Cabarrot - luwawti01,75.0,BRK
36,T. Prince - princta02,57.0,BRK
49,K. Irving - irvinky01,56.0,BRK
47,T. Johnson - johnsty01,49.0,BRK
37,W. Chandler - chandwi01,37.0,BRK
