,Name,NumberOfShots,Team
304,Bam Adebayo,564.0,MIA
302,Jimmy Butler,489.0,MIA
299,Goran Dragić,438.0,MIA
309,Kendrick Nunn,437.0,MIA
294,Duncan Robinson,398.0,MIA
306,Tyler Herro,390.0,MIA
298,Jae Crowder,307.0,MIA
313,Kelly Olynyk,229.0,MIA
310,Derrick Jones,192.0,MIA
301,Meyers Leonard,124.0,MIA
