,Name,NumberOfShots,Team
552,B. Beal - bealbr01,202.0,WAS
570,I. Smith - smithis01,118.0,WAS
553,T. Brown - browntr01,113.0,WAS
564,R. Hachimura - hachiru01,93.0,WAS
567,M. Wagner - wagnemo01,90.0,WAS
556,S. Napier - napiesh01,74.0,WAS
561,I. Bonga - bongais01,74.0,WAS
569,T. Bryant - bryanth01,71.0,WAS
562,I. Mahinmi - mahinia01,51.0,WAS
559,J. McRae - mcraejo01,44.0,WAS
