,Name,NumberOfShots,Team
91,C. Zeller - zelleco01,134.0,CHO
86,T. Rozier - roziete01,124.0,CHO
81,M. Bridges - bridgmi02,115.0,CHO
90,P. Washington - washipj01,78.0,CHO
92,M. Monk - monkma01,73.0,CHO
88,D. Graham - grahade01,69.0,CHO
82,B. Biyombo - biyombi01,62.0,CHO
87,C. Martin - martico01,49.0,CHO
78,W. Hernangómez - hernawi01,34.0,CHO
79,D. Bacon - bacondw01,34.0,CHO
