,Name,NumberOfShots,Team
169,A. Drummond - drumman01,223.0,DET
153,D. Rose - rosede01,187.0,DET
162,B. Brown - brownbr01,98.0,DET
152,C. Wood - woodch01,75.0,DET
160,M. Morris - morrima02,54.0,DET
159,L. Galloway - gallola01,49.0,DET
154,B. Griffin - griffbl01,45.0,DET
163,J. McRae - mcraejo01,44.0,DET
168,S. Doumbouya - doumbse01,39.0,DET
165,S. Mykhailiuk - mykhasv01,37.0,DET
