,Name,NumberOfShots,Team
153,Christian Wood,180.0,DET
168,Andre Drummond,169.0,DET
154,Derrick Rose,121.0,DET
162,Bruce Brown,88.0,DET
163,Jordan McRae,83.0,DET
155,Blake Griffin,76.0,DET
160,Markieff Morris,73.0,DET
165,Thon Maker,73.0,DET
159,Langston Galloway,73.0,DET
152,Luke Kennard,67.0,DET
