,Name,NumberOfShots,Team
342,Andrew Wiggins,190.0,MIN
321,Karl-Anthony Towns,180.0,MIN
341,Jeff Teague,172.0,MIN
338,D'Angelo Russell,161.0,MIN
331,Josh Okogie,152.0,MIN
324,Shabazz Napier,126.0,MIN
328,Robert Covington,105.0,MIN
319,Gorgui Dieng,78.0,MIN
340,Keita Bates-Diop,55.0,MIN
332,Jarrett Culver,54.0,MIN
