,Name,NumberOfShots,Team
378,Shai Gilgeous-Alexander,310.0,OKC
382,Danilo Gallinari,295.0,OKC
383,Chris Paul,276.0,OKC
385,Dennis Schröder,218.0,OKC
381,Steven Adams,126.0,OKC
376,Nerlens Noel,85.0,OKC
375,Abdel Nader,52.0,OKC
379,Darius Bazley,52.0,OKC
386,Luguentz Dort,50.0,OKC
387,Hamidou Diallo,42.0,OKC
