,Name,NumberOfShots,Team
357,Brandon Ingram,313.0,NOP
350,J.J. Redick,165.0,NOP
351,Jrue Holiday,129.0,NOP
352,Jaxson Hayes,123.0,NOP
344,Zion Williamson,114.0,NOP
353,Josh Hart,85.0,NOP
355,Frank Jackson,56.0,NOP
345,Nicolò Melli,54.0,NOP
348,Lonzo Ball,43.0,NOP
347,Jahlil Okafor,40.0,NOP
