,Name,NumberOfShots,Team
68,Zach LaVine,268.0,CHI
67,Lauri Markkanen,126.0,CHI
63,Wendell Carter,112.0,CHI
73,Tomáš Satoranský,106.0,CHI
72,Coby White,102.0,CHI
66,Chandler Hutchison,46.0,CHI
71,Thaddeus Young,42.0,CHI
65,Kris Dunn,40.0,CHI
70,Shaquille Harrison,39.0,CHI
59,Daniel Gafford,32.0,CHI
