,Name,NumberOfShots,Team
8,Trae Young,481.0,ATL
7,Jeff Teague,172.0,ATL
0,John Collins,120.0,ATL
15,De'Andre Hunter,110.0,ATL
19,Cam Reddish,101.0,ATL
9,Alex Len,68.0,ATL
3,Damian Jones,62.0,ATL
1,Jabari Parker,61.0,ATL
18,Kevin Huerter,53.0,ATL
6,Treveon Graham,36.0,ATL
