,Name,NumberOfShots,Team
439,Joel Embiid,642.0,PHI
438,Tobias Harris,533.0,PHI
431,Al Horford,485.0,PHI
428,Ben Simmons,444.0,PHI
434,Alec Burks,297.0,PHI
444,James Ennis,274.0,PHI
429,Glenn Robinson,270.0,PHI
436,Mike Scott,256.0,PHI
442,Josh Richardson,189.0,PHI
441,Furkan Korkmaz,174.0,PHI
