,Name,NumberOfShots,Team
331,Giannis Antetokounmpo,980.0,MIL
318,Khris Middleton,451.0,MIL
319,Brook Lopez,367.0,MIL
315,Donte DiVincenzo,350.0,MIL
322,Pat Connaughton,323.0,MIL
328,Eric Bledsoe,323.0,MIL
324,Ersan İlyasova,306.0,MIL
326,Marvin Williams,231.0,MIL
329,George Hill,201.0,MIL
320,Sterling Brown,184.0,MIL
