,Name,NumberOfShots,Team
244,Ivica Zubac,636.0,LAC
242,Kawhi Leonard,523.0,LAC
252,Montrezl Harrell,484.0,LAC
250,JaMychal Green,437.0,LAC
240,Marcus Morris,374.0,LAC
249,Paul George,351.0,LAC
247,Patrick Beverley,299.0,LAC
246,Lou Williams,242.0,LAC
251,Maurice Harkless,240.0,LAC
234,Rodney McGruder,155.0,LAC
