,Name,NumberOfShots,Team
563,Rudy Gobert,996.0,UTA
550,Royce O'Neale,427.0,UTA
551,Donovan Mitchell,339.0,UTA
559,Joe Ingles,302.0,UTA
549,Tony Bradley,290.0,UTA
552,Bojan Bogdanović,259.0,UTA
553,Jordan Clarkson,211.0,UTA
562,Jeff Green,193.0,UTA
556,Mike Conley,165.0,UTA
545,Georges Niang,142.0,UTA
