,Name,NumberOfShots,Team
106,Andre Drummond,864.0,CLE
101,Tristan Thompson,577.0,CLE
96,Kevin Love,547.0,CLE
104,Larry Nance,409.0,CLE
102,Cedi Osman,231.0,CLE
95,Jordan Clarkson,211.0,CLE
98,Collin Sexton,204.0,CLE
103,John Henson,162.0,CLE
111,Kevin Porter,162.0,CLE
109,Alfonzo McKinnie,113.0,CLE
