,URL,GameType,Location,Date,Time,WinningTeam,Quarter,SecLeft,AwayTeam,AwayPlay,AwayScore,HomeTeam,HomePlay,HomeScore,Shooter,ShotType,ShotOutcome,ShotDist,Assister,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,ViolationPlayer,ViolationType,TimeoutTeam,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType,TurnoverCause,TurnoverCauser,JumpballAwayPlayer,JumpballHomePlayer,JumpballPoss,Unnamed: 40
169915,/boxscores/201912110ORL.html,regular,Amway Center Orlando Florida,December 11 2019,7:00 PM,LAL,1,720,LAL,Jump ball: J. McGee vs. K. Birch (L. James gains possession),0,ORL,,0,,,,,,,,,,,,,,,,,,,,,,,,J. McGee - mcgeeja01,K. Birch - birchkh01,L. James - jamesle01,
169916,/boxscores/201912110ORL.html,regular,Amway Center Orlando Florida,December 11 2019,7:00 PM,LAL,1,706,LAL,Turnover by L. James (step out of bounds),0,ORL,,0,,,,,,,,,,,,,,,,,,,,L. James - jamesle01,step out of bounds,,,,,,
169917,/boxscores/201912110ORL.html,regular,Amway Center Orlando Florida,December 11 2019,7:00 PM,LAL,1,686,LAL,,0,ORL,Turnover by D. Augustin (bad pass; steal by L. James),0,,,,,,,,,,,,,,,,,,,,D. Augustin - augusdj01,bad pass,steal,L. James - jamesle01,,,,
169918,/boxscores/201912110ORL.html,regular,Amway Center Orlando Florida,December 11 2019,7:00 PM,LAL,1,681,LAL,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,0,ORL,,0,K. Caldwell-Pope - caldwke01,3-pt jump shot,miss,26.0,,,,,,,,,,,,,,,,,,,,,,,
169919,/boxscores/201912110ORL.html,regular,Amway Center Orlando Florida,December 11 2019,7:00 PM,LAL,1,676,LAL,Offensive rebound by A. Davis,0,ORL,,0,,,,,,,,,,A. Davis - davisan02,offensive,,,,,,,,,,,,,,,,
169920,/boxscores/201912110ORL.html,regular,Amway Center Orlando Florida,December 11 2019,7:00 PM,LAL,1,666,LAL,L. James misses 3-pt jump shot from 26 ft,0,ORL,,0,L. James - jamesle01,3-pt jump shot,miss,26.0,,,,,,,,,,,,,,,,,,,,,,,
169921,/boxscores/201912110ORL.html,regular,Amway Center Orlando Florida,December 11 2019,7:00 PM,LAL,1,661,LAL,,0,ORL,Defensive rebound by A. Gordon,0,,,,,,,,,,A. Gordon - gordoaa01,defensive,,,,,,,,,,,,,,,,
169922,/boxscores/201912110ORL.html,regular,Amway Center Orlando Florida,December 11 2019,7:00 PM,LAL,1,650,LAL,,0,ORL,E. Fournier misses 3-pt jump shot from 25 ft,0,E. Fournier - fournev01,3-pt jump shot,miss,25.0,,,,,,,,,,,,,,,,,,,,,,,
169923,/boxscores/201912110ORL.html,regular,Amway Center Orlando Florida,December 11 2019,7:00 PM,LAL,1,644,LAL,,0,ORL,Offensive rebound by J. Isaac,0,,,,,,,,,,J. Isaac - isaacjo01,offensive,,,,,,,,,,,,,,,,
169924,/boxscores/201912110ORL.html,regular,Amway Center Orlando Florida,December 11 2019,7:00 PM,LAL,1,644,LAL,,0,ORL,J. Isaac misses 2-pt dunk at rim,0,J. Isaac - isaacjo01,2-pt dunk,miss,0.0,,,,,,,,,,,,,,,,,,,,,,,
