,URL,GameType,Location,Date,Time,WinningTeam,Quarter,SecLeft,AwayTeam,AwayPlay,AwayScore,HomeTeam,HomePlay,HomeScore,Shooter,ShotType,ShotOutcome,ShotDist,Assister,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,ViolationPlayer,ViolationType,TimeoutTeam,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType,TurnoverCause,TurnoverCauser,JumpballAwayPlayer,JumpballHomePlayer,JumpballPoss,Unnamed: 40
379762,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,720,ATL,Jump ball: D. Dedmon vs. A. Drummond (C. Osman gains possession),0,CLE,,0,,,,,,,,,,,,,,,,,,,,,,,,D. Dedmon - dedmode01,A. Drummond - drumman01,C. Osman - osmande01,
379763,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,704,ATL,,0,CLE,C. Sexton misses 2-pt jump shot from 11 ft,0,C. Sexton - sextoco01,2-pt jump shot,miss,11.0,,,,,,,,,,,,,,,,,,,,,,,
379764,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,701,ATL,Defensive rebound by D. Dedmon,0,CLE,,0,,,,,,,,,,D. Dedmon - dedmode01,defensive,,,,,,,,,,,,,,,,
379765,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,688,ATL,J. Collins misses 2-pt layup from 3 ft (block by A. Drummond),0,CLE,,0,J. Collins - collijo01,2-pt layup,miss,3.0,,A. Drummond - drumman01,,,,,,,,,,,,,,,,,,,,,
379766,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,684,ATL,,0,CLE,Defensive rebound by A. Drummond,0,,,,,,,,,,A. Drummond - drumman01,defensive,,,,,,,,,,,,,,,,
379767,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,681,ATL,,0,CLE,A. Drummond misses 2-pt layup from 2 ft (block by D. Dedmon),0,A. Drummond - drumman01,2-pt layup,miss,2.0,,D. Dedmon - dedmode01,,,,,,,,,,,,,,,,,,,,,
379768,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,679,ATL,,0,CLE,Offensive rebound by L. Nance,0,,,,,,,,,,L. Nance - nancela02,offensive,,,,,,,,,,,,,,,,
379769,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,678,ATL,,0,CLE,Shooting foul by D. Dedmon (drawn by L. Nance),0,,,,,,,shooting,D. Dedmon - dedmode01,L. Nance - nancela02,,,,,,,,,,,,,,,,,,
379770,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,678,ATL,,0,CLE,L. Nance makes free throw 1 of 2,1,,,,,,,,,,,,,,,L. Nance - nancela02,make,1 of 2,,,,,,,,,,
379771,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,678,ATL,,0,CLE,L. Nance makes free throw 2 of 2,2,,,,,,,,,,,,,,,L. Nance - nancela02,make,2 of 2,,,,,,,,,,
379772,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,656,ATL,Turnover by T. Young (traveling),0,CLE,,2,,,,,,,,,,,,,,,,,,,,T. Young - youngtr01,traveling,,,,,,
379773,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,642,ATL,,0,CLE,Turnover by C. Sexton (lost ball; steal by T. Young),2,,,,,,,,,,,,,,,,,,,,C. Sexton - sextoco01,lost ball,steal,T. Young - youngtr01,,,,
379774,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,639,ATL,T. Young misses 3-pt jump shot from 26 ft,0,CLE,,2,T. Young - youngtr01,3-pt jump shot,miss,26.0,,,,,,,,,,,,,,,,,,,,,,,
379775,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,635,ATL,,0,CLE,Defensive rebound by C. Osman,2,,,,,,,,,,C. Osman - osmande01,defensive,,,,,,,,,,,,,,,,
379776,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,630,ATL,,0,CLE,D. Garland makes 2-pt jump shot from 7 ft (assist by C. Osman),4,D. Garland - garlada01,2-pt jump shot,make,7.0,C. Osman - osmande01,,,,,,,,,,,,,,,,,,,,,,
379777,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,613,ATL,D. Dedmon misses 3-pt jump shot from 27 ft,0,CLE,,4,D. Dedmon - dedmode01,3-pt jump shot,miss,27.0,,,,,,,,,,,,,,,,,,,,,,,
379778,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,611,ATL,,0,CLE,Defensive rebound by C. Osman,4,,,,,,,,,,C. Osman - osmande01,defensive,,,,,,,,,,,,,,,,
379779,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,605,ATL,,0,CLE,C. Sexton misses 3-pt jump shot from 25 ft,4,C. Sexton - sextoco01,3-pt jump shot,miss,25.0,,,,,,,,,,,,,,,,,,,,,,,
379780,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,600,ATL,,0,CLE,Offensive rebound by A. Drummond,4,,,,,,,,,,A. Drummond - drumman01,offensive,,,,,,,,,,,,,,,,
379781,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,600,ATL,,0,CLE,A. Drummond makes 2-pt layup from 1 ft,6,A. Drummond - drumman01,2-pt layup,make,1.0,,,,,,,,,,,,,,,,,,,,,,,
379782,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,592,ATL,Shooting foul by C. Osman (drawn by D. Hunter),0,CLE,,6,,,,,,,shooting,C. Osman - osmande01,D. Hunter - huntede01,,,,,,,,,,,,,,,,,,
379783,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,592,ATL,D. Hunter makes free throw 1 of 2,1,CLE,,6,,,,,,,,,,,,,,,D. Hunter - huntede01,make,1 of 2,,,,,,,,,,
379784,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,592,ATL,D. Hunter misses free throw 2 of 2,1,CLE,,6,,,,,,,,,,,,,,,D. Hunter - huntede01,miss,2 of 2,,,,,,,,,,
379785,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,590,ATL,,1,CLE,Defensive rebound by A. Drummond,6,,,,,,,,,,A. Drummond - drumman01,defensive,,,,,,,,,,,,,,,,
379786,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,585,ATL,,1,CLE,Personal foul by D. Dedmon (drawn by A. Drummond),6,,,,,,,personal,D. Dedmon - dedmode01,A. Drummond - drumman01,,,,,,,,,,,,,,,,,,
379787,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,585,ATL,D. Jones enters the game for D. Dedmon,1,CLE,,6,,,,,,,,,,,,,,,,,,D. Jones - jonesda03,D. Dedmon - dedmode01,,,,,,,,
379788,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,574,ATL,,1,CLE,D. Garland misses 2-pt jump shot from 9 ft,6,D. Garland - garlada01,2-pt jump shot,miss,9.0,,,,,,,,,,,,,,,,,,,,,,,
379789,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,572,ATL,Defensive rebound by D. Hunter,1,CLE,,6,,,,,,,,,,D. Hunter - huntede01,defensive,,,,,,,,,,,,,,,,
379790,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,564,ATL,T. Young misses 2-pt jump shot from 20 ft,1,CLE,,6,T. Young - youngtr01,2-pt jump shot,miss,20.0,,,,,,,,,,,,,,,,,,,,,,,
379791,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,562,ATL,,1,CLE,Defensive rebound by A. Drummond,6,,,,,,,,,,A. Drummond - drumman01,defensive,,,,,,,,,,,,,,,,
379792,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,554,ATL,,1,CLE,A. Drummond misses 2-pt layup from 4 ft,6,A. Drummond - drumman01,2-pt layup,miss,4.0,,,,,,,,,,,,,,,,,,,,,,,
379793,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,551,ATL,,1,CLE,Offensive rebound by A. Drummond,6,,,,,,,,,,A. Drummond - drumman01,offensive,,,,,,,,,,,,,,,,
379794,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,549,ATL,,1,CLE,Personal foul by J. Collins (drawn by C. Sexton),6,,,,,,,personal,J. Collins - collijo01,C. Sexton - sextoco01,,,,,,,,,,,,,,,,,,
379795,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,544,ATL,,1,CLE,C. Osman misses 3-pt jump shot from 25 ft,6,C. Osman - osmande01,3-pt jump shot,miss,25.0,,,,,,,,,,,,,,,,,,,,,,,
379796,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,541,ATL,Defensive rebound by J. Collins,1,CLE,,6,,,,,,,,,,J. Collins - collijo01,defensive,,,,,,,,,,,,,,,,
379797,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,534,ATL,Personal foul by A. Drummond (drawn by K. Huerter),1,CLE,,6,,,,,,,personal,A. Drummond - drumman01,K. Huerter - huertke01,,,,,,,,,,,,,,,,,,
379798,/boxscores/202002120CLE.html,regular,Quicken Loans Arena Cleveland Ohio,February 12 2020,7:00 PM,CLE,1,527,ATL,D. Jones makes 2-pt dunk at rim (assist by T. Young),3,CLE,,6,D. Jones - jonesda03,2-pt dunk,make,0.0,T. Young - youngtr01,,,,,,,,,,,,,,,,,,,,,,
