,URL,GameType,Location,Date,Time,WinningTeam,Quarter,SecLeft,AwayTeam,AwayPlay,AwayScore,HomeTeam,HomePlay,HomeScore,Shooter,ShotType,ShotOutcome,ShotDist,Assister,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,ViolationPlayer,ViolationType,TimeoutTeam,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType,TurnoverCause,TurnoverCauser,JumpballAwayPlayer,JumpballHomePlayer,JumpballPoss,Unnamed: 40
64687,/boxscores/201911100PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,November 10 2019,6:00 PM,PHI,1,720,CHO,Jump ball: C. Zeller vs. J. Embiid (R. Neto gains possession),0,PHI,,0,,,,,,,,,,,,,,,,,,,,,,,,C. Zeller - zelleco01,J. Embiid - embiijo01,R. Neto - netora01,
64688,/boxscores/201911100PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,November 10 2019,6:00 PM,PHI,1,708,CHO,,0,PHI,J. Embiid misses 2-pt layup from 2 ft,0,J. Embiid - embiijo01,2-pt layup,miss,2.0,,,,,,,,,,,,,,,,,,,,,,,
64689,/boxscores/201911100PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,November 10 2019,6:00 PM,PHI,1,706,CHO,Defensive rebound by Team,0,PHI,,0,,,,,,,,,,Team,defensive,,,,,,,,,,,,,,,,
64690,/boxscores/201911100PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,November 10 2019,6:00 PM,PHI,1,683,CHO,D. Bacon misses 2-pt jump shot from 15 ft,0,PHI,,0,D. Bacon - bacondw01,2-pt jump shot,miss,15.0,,,,,,,,,,,,,,,,,,,,,,,
64691,/boxscores/201911100PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,November 10 2019,6:00 PM,PHI,1,681,CHO,,0,PHI,Defensive rebound by A. Horford,0,,,,,,,,,,A. Horford - horfoal01,defensive,,,,,,,,,,,,,,,,
64692,/boxscores/201911100PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,November 10 2019,6:00 PM,PHI,1,672,CHO,,0,PHI,J. Embiid makes 2-pt jump shot from 12 ft (assist by J. Richardson),2,J. Embiid - embiijo01,2-pt jump shot,make,12.0,J. Richardson - richajo01,,,,,,,,,,,,,,,,,,,,,,
64693,/boxscores/201911100PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,November 10 2019,6:00 PM,PHI,1,659,CHO,Offensive foul by M. Bridges (drawn by R. Neto),0,PHI,,2,,,,,,,offensive,M. Bridges - bridgmi02,R. Neto - netora01,,,,,,,,,,,,,,,,,,
64694,/boxscores/201911100PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,November 10 2019,6:00 PM,PHI,1,659,CHO,Turnover by M. Bridges (offensive foul),0,PHI,,2,,,,,,,,,,,,,,,,,,,,M. Bridges - bridgmi02,offensive foul,,,,,,
64695,/boxscores/201911100PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,November 10 2019,6:00 PM,PHI,1,650,CHO,,0,PHI,T. Harris makes 2-pt jump shot from 11 ft (assist by A. Horford),4,T. Harris - harrito02,2-pt jump shot,make,11.0,A. Horford - horfoal01,,,,,,,,,,,,,,,,,,,,,,
64696,/boxscores/201911100PHI.html,regular,Wells Fargo Center Philadelphia Pennsylvania,November 10 2019,6:00 PM,PHI,1,631,CHO,T. Rozier makes 2-pt jump shot from 11 ft,2,PHI,,4,T. Rozier - roziete01,2-pt jump shot,make,11.0,,,,,,,,,,,,,,,,,,,,,,,
