,URL,GameType,Location,Date,Time,WinningTeam,Quarter,SecLeft,AwayTeam,AwayPlay,AwayScore,HomeTeam,HomePlay,HomeScore,Shooter,ShotType,ShotOutcome,ShotDist,Assister,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,ViolationPlayer,ViolationType,TimeoutTeam,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType,TurnoverCause,TurnoverCauser,JumpballAwayPlayer,JumpballHomePlayer,JumpballPoss,Unnamed: 40
145646,/boxscores/201912040CHO.html,regular,Spectrum Center Charlotte North Carolina,December 4 2019,7:00 PM,CHO,1,720,GSW,Jump ball: W. Cauley-Stein vs. B. Biyombo (D. Graham gains possession),0,CHO,,0,,,,,,,,,,,,,,,,,,,,,,,,W. Cauley-Stein - caulewi01,B. Biyombo - biyombi01,D. Graham - grahade01,
145647,/boxscores/201912040CHO.html,regular,Spectrum Center Charlotte North Carolina,December 4 2019,7:00 PM,CHO,1,704,GSW,,0,CHO,M. Bridges makes 3-pt jump shot from 26 ft (assist by D. Graham),3,M. Bridges - bridgmi02,3-pt jump shot,make,26.0,D. Graham - grahade01,,,,,,,,,,,,,,,,,,,,,,
145648,/boxscores/201912040CHO.html,regular,Spectrum Center Charlotte North Carolina,December 4 2019,7:00 PM,CHO,1,685,GSW,G. Robinson misses 2-pt dunk from 4 ft (block by M. Bridges),0,CHO,,3,G. Robinson - robingl02,2-pt dunk,miss,4.0,,M. Bridges - bridgmi02,,,,,,,,,,,,,,,,,,,,,
145649,/boxscores/201912040CHO.html,regular,Spectrum Center Charlotte North Carolina,December 4 2019,7:00 PM,CHO,1,681,GSW,,0,CHO,Defensive rebound by T. Rozier,3,,,,,,,,,,T. Rozier - roziete01,defensive,,,,,,,,,,,,,,,,
145650,/boxscores/201912040CHO.html,regular,Spectrum Center Charlotte North Carolina,December 4 2019,7:00 PM,CHO,1,679,GSW,,0,CHO,T. Rozier makes 2-pt layup from 2 ft,5,T. Rozier - roziete01,2-pt layup,make,2.0,,,,,,,,,,,,,,,,,,,,,,,
145651,/boxscores/201912040CHO.html,regular,Spectrum Center Charlotte North Carolina,December 4 2019,7:00 PM,CHO,1,667,GSW,E. Paschall misses 2-pt jump shot from 12 ft,0,CHO,,5,E. Paschall - pascher01,2-pt jump shot,miss,12.0,,,,,,,,,,,,,,,,,,,,,,,
145652,/boxscores/201912040CHO.html,regular,Spectrum Center Charlotte North Carolina,December 4 2019,7:00 PM,CHO,1,663,GSW,,0,CHO,Defensive rebound by T. Rozier,5,,,,,,,,,,T. Rozier - roziete01,defensive,,,,,,,,,,,,,,,,
145653,/boxscores/201912040CHO.html,regular,Spectrum Center Charlotte North Carolina,December 4 2019,7:00 PM,CHO,1,650,GSW,,0,CHO,Turnover by P. Washington (step out of bounds),5,,,,,,,,,,,,,,,,,,,,P. Washington - washipj01,step out of bounds,,,,,,
145654,/boxscores/201912040CHO.html,regular,Spectrum Center Charlotte North Carolina,December 4 2019,7:00 PM,CHO,1,635,GSW,G. Robinson misses 2-pt layup from 2 ft (block by B. Biyombo),0,CHO,,5,G. Robinson - robingl02,2-pt layup,miss,2.0,,B. Biyombo - biyombi01,,,,,,,,,,,,,,,,,,,,,
145655,/boxscores/201912040CHO.html,regular,Spectrum Center Charlotte North Carolina,December 4 2019,7:00 PM,CHO,1,631,GSW,,0,CHO,Defensive rebound by D. Graham,5,,,,,,,,,,D. Graham - grahade01,defensive,,,,,,,,,,,,,,,,
