,Name,NumberOfShots,Team
78,Devonte' Graham,37.0,CHO
80,P.J. Washington,22.0,CHO
76,Terry Rozier,20.0,CHO
81,Cody Zeller,16.0,CHO
71,Miles Bridges,15.0,CHO
77,Cody Martin,11.0,CHO
72,Bismack Biyombo,10.0,CHO
82,Malik Monk,10.0,CHO
70,Dwayne Bacon,8.0,CHO
69,Willy Hernangómez,7.0,CHO
