,Name,NumberOfShots,Team
168,Andrew Wiggins,41.0,GSW
162,D'Angelo Russell,32.0,GSW
170,Eric Paschall,28.0,GSW
154,Glenn Robinson,17.0,GSW
157,Ky Bowman,16.0,GSW
158,Jordan Poole,15.0,GSW
163,Marquese Chriss,13.0,GSW
155,Alec Burks,11.0,GSW
167,Omari Spellman,9.0,GSW
160,Willie Cauley-Stein,9.0,GSW
