,Name,NumberOfShots,Team
223,LeBron James,56.0,LAL
231,Anthony Davis,50.0,LAL
225,Kyle Kuzma,22.0,LAL
236,Alex Caruso,17.0,LAL
237,Dwight Howard,16.0,LAL
227,Markieff Morris,12.0,LAL
222,Danny Green,11.0,LAL
234,Kentavious Caldwell-Pope,10.0,LAL
226,Avery Bradley,9.0,LAL
233,Quinn Cook,9.0,LAL
