,Name,NumberOfShots,Team
404,Devin Booker,54.0,PHO
396,Ricky Rubio,20.0,PHO
397,Kelly Oubre,15.0,PHO
402,Deandre Ayton,15.0,PHO
403,Dario Šarić,11.0,PHO
405,Mikal Bridges,11.0,PHO
400,Aron Baynes,7.0,PHO
392,Tyler Johnson,6.0,PHO
398,Frank Kaminsky,6.0,PHO
393,Elie Okobo,5.0,PHO
