,Name,NumberOfShots,Team
327,Brandon Ingram,45.0,NOP
322,Jrue Holiday,39.0,NOP
319,Lonzo Ball,23.0,NOP
315,Zion Williamson,20.0,NOP
324,Josh Hart,20.0,NOP
321,J.J. Redick,13.0,NOP
316,Nicolò Melli,9.0,NOP
314,Nickeil Alexander-Walker,7.0,NOP
325,Frank Jackson,6.0,NOP
318,Jahlil Okafor,5.0,NOP
