,Name,NumberOfShots,Team
30,Jayson Tatum,61.0,BOS
19,Jaylen Brown,41.0,BOS
24,Kemba Walker,40.0,BOS
32,Gordon Hayward,30.0,BOS
23,Marcus Smart,22.0,BOS
25,Brad Wanamaker,15.0,BOS
28,Daniel Theis,11.0,BOS
26,Romeo Langford,5.0,BOS
29,Javonte Green,5.0,BOS
20,Robert Williams,4.0,BOS
