,Name,NumberOfShots,Team
481,Donovan Mitchell,60.0,UTA
482,Bojan Bogdanović,39.0,UTA
488,Rudy Gobert,30.0,UTA
483,Jordan Clarkson,21.0,UTA
485,Joe Ingles,16.0,UTA
475,Emmanuel Mudiay,15.0,UTA
484,Mike Conley,15.0,UTA
480,Royce O'Neale,12.0,UTA
487,Jeff Green,10.0,UTA
486,Dante Exum,6.0,UTA
