,Name,NumberOfShots,Team
152,Andre Drummond,44.0,DET
140,Derrick Rose,39.0,DET
139,Christian Wood,23.0,DET
146,Bruce Brown,21.0,DET
147,Jordan McRae,16.0,DET
145,Markieff Morris,12.0,DET
138,Luke Kennard,10.0,DET
142,Reggie Jackson,10.0,DET
143,Brandon Knight,10.0,DET
141,Blake Griffin,8.0,DET
