,Name,NumberOfShots,Team
280,Ja Morant,496.0,MEM
278,Tyus Jones,285.0,MEM
284,Jae Crowder,200.0,MEM
287,De'Anthony Melton,176.0,MEM
288,Kyle Anderson,171.0,MEM
279,Dillon Brooks,152.0,MEM
275,Jonas Valančiūnas,137.0,MEM
290,Solomon Hill,107.0,MEM
285,Brandon Clarke,84.0,MEM
286,Jaren Jackson,78.0,MEM
