,Name,NumberOfShots,Team
112,Luka Dončić,590.0,DAL
121,Delon Wright,251.0,DAL
129,Jalen Brunson,188.0,DAL
115,Tim Hardaway,148.0,DAL
119,Dorian Finney-Smith,133.0,DAL
122,Seth Curry,132.0,DAL
120,J.J. Barea,112.0,DAL
116,Kristaps Porziņģis,104.0,DAL
128,Maxi Kleber,97.0,DAL
118,Trey Burke,95.0,DAL
