,Name,NumberOfShots,Team
506,Fred VanVleet,118.0,TOR
515,OG Anunoby,107.0,TOR
520,Kyle Lowry,101.0,TOR
519,Pascal Siakam,73.0,TOR
514,Norman Powell,66.0,TOR
517,Rondae Hollis-Jefferson,48.0,TOR
507,Terence Davis,40.0,TOR
521,Patrick McCaw,39.0,TOR
509,Marc Gasol,39.0,TOR
518,Serge Ibaka,30.0,TOR
