,Name,NumberOfShots,Team
544,Troy Brown,85.0,WAS
543,Bradley Beal,71.0,WAS
547,Shabazz Napier,69.0,WAS
561,Ish Smith,59.0,WAS
552,Isaac Bonga,45.0,WAS
542,Dāvis Bertāns,37.0,WAS
555,Rui Hachimura,37.0,WAS
545,Gary Payton,33.0,WAS
553,Ian Mahinmi,31.0,WAS
558,Moritz Wagner,28.0,WAS
