,Name,NumberOfShots,Team
143,Nikola Jokić,105.0,DEN
137,Gary Harris,92.0,DEN
141,Jamal Murray,85.0,DEN
135,Monte Morris,67.0,DEN
142,Jerami Grant,61.0,DEN
132,Will Barton,61.0,DEN
136,Paul Millsap,56.0,DEN
144,Malik Beasley,40.0,DEN
140,Michael Porter,40.0,DEN
147,Mason Plumlee,37.0,DEN
