,Name,NumberOfShots,Team
538,D. Mitchell - mitchdo01,183.0,UTA
549,R. Gobert - goberru01,175.0,UTA
540,J. Clarkson - clarkjo01,130.0,UTA
539,B. Bogdanović - bogdabo02,124.0,UTA
545,J. Ingles - inglejo01,74.0,UTA
536,T. Bradley - bradlto01,73.0,UTA
548,J. Green - greenje02,67.0,UTA
543,M. Conley - conlemi01,65.0,UTA
531,E. Mudiay - mudiaem01,51.0,UTA
537,R. O'Neale - onealro01,45.0,UTA
