,Name,NumberOfShots,Team
80,Miles Bridges,274.0,CHO
89,P.J. Washington,258.0,CHO
90,Cody Zeller,251.0,CHO
85,Terry Rozier,226.0,CHO
81,Bismack Biyombo,188.0,CHO
88,Marvin Williams,188.0,CHO
87,Devonte' Graham,170.0,CHO
91,Malik Monk,130.0,CHO
86,Cody Martin,120.0,CHO
77,Willy Hernangómez,91.0,CHO
