,Name,NumberOfShots,Team
216,Domantas Sabonis,582.0,IND
225,Myles Turner,353.0,IND
219,Malcolm Brogdon,233.0,IND
221,T.J. Warren,232.0,IND
218,Justin Holiday,217.0,IND
215,Jeremy Lamb,176.0,IND
226,T.J. McConnell,157.0,IND
227,Doug McDermott,151.0,IND
220,Aaron Holiday,137.0,IND
229,Goga Bitadze,81.0,IND
