,Name,NumberOfShots,Team
539,Pascal Siakam,444.0,TOR
538,Serge Ibaka,406.0,TOR
535,OG Anunoby,334.0,TOR
540,Kyle Lowry,324.0,TOR
528,Marc Gasol,288.0,TOR
525,Fred VanVleet,228.0,TOR
526,Terence Davis,198.0,TOR
533,Norman Powell,186.0,TOR
527,Chris Boucher,179.0,TOR
537,Rondae Hollis-Jefferson,178.0,TOR
