,Name,NumberOfShots,Team
8,Trae Young,140.0,ATL
7,Jeff Teague,45.0,ATL
19,Kevin Huerter,44.0,ATL
16,De'Andre Hunter,27.0,ATL
12,DeAndre' Bembry,24.0,ATL
20,Cam Reddish,22.0,ATL
18,Vince Carter,17.0,ATL
0,John Collins,15.0,ATL
5,Brandon Goodwin,15.0,ATL
4,Evan Turner,15.0,ATL
